age,balance,class,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,poutcome_other,poutcome_success
58,644,no,False,False,True,False,False,False,True,False,False,False
45,781,yes,True,False,True,False,False,False,True,False,False,False
50,0,no,True,False,True,False,False,True,False,False,False,False
46,4958,no,True,False,True,False,False,True,False,False,True,False
35,204,no,False,False,True,False,False,True,False,False,True,False
40,755,no,True,False,True,False,False,False,False,False,False,False
43,1201,no,True,False,False,True,False,True,True,False,False,False
40,3059,no,True,False,False,True,False,True,True,False,False,False
36,4324,no,True,False,False,False,False,True,False,False,False,False
44,756,no,True,False,False,True,False,True,False,False,False,False
37,723,no,True,False,True,False,False,True,False,False,False,False
37,195,no,True,False,True,False,False,True,False,False,False,False
41,3275,no,True,False,True,False,False,True,False,False,True,False
42,2249,no,True,False,False,True,False,True,False,True,False,False
53,137,no,True,False,True,False,False,False,True,False,False,False
44,10888,no,True,False,True,False,False,True,False,False,False,False
41,4320,no,True,False,True,False,False,True,False,False,False,False
41,1461,no,True,False,False,False,False,True,False,False,False,True
48,4415,no,True,False,True,False,False,True,False,False,False,False
58,9339,no,True,False,False,True,False,True,False,True,True,False
56,589,no,True,False,True,False,False,True,False,False,False,True
34,559,no,True,False,True,False,False,True,False,True,True,False
39,283,no,False,True,False,True,False,True,False,False,True,False
36,154,no,True,False,True,False,False,True,False,False,True,False
47,428,no,False,False,False,True,False,True,False,False,True,False
42,-247,no,False,True,True,False,False,True,True,False,False,True
37,0,no,True,False,True,False,False,True,False,False,False,False
35,5260,no,False,True,True,False,False,True,False,False,False,False
33,1769,no,False,True,True,False,False,True,False,False,False,False
46,4301,no,True,False,False,True,False,True,True,False,False,False
46,68,no,True,False,True,False,False,True,True,False,False,False
36,454,no,False,False,True,False,False,True,False,False,False,False
32,53,no,False,True,True,False,False,True,False,False,False,False
38,1515,no,False,True,False,True,False,True,False,False,False,False
37,561,no,False,True,False,True,False,False,False,False,False,False
59,2429,no,True,False,True,False,False,False,True,False,False,False
40,1155,no,False,False,True,False,False,False,True,False,False,False
59,14,no,True,False,False,False,False,True,True,False,False,False
36,0,no,False,True,False,True,False,False,True,False,False,False
51,1194,no,True,False,False,False,False,True,False,False,False,False
45,91,no,False,True,True,False,False,False,True,False,False,False
38,427,no,False,True,False,True,False,True,False,False,False,False
42,1958,no,True,False,True,False,False,True,False,False,False,False
30,3,no,False,True,False,True,False,True,False,False,False,False
51,146,no,True,False,False,True,False,False,False,False,False,False
37,3770,no,True,False,False,True,False,True,False,False,False,False
41,446,no,True,False,True,False,False,True,False,False,False,True
33,661,no,False,False,True,False,False,True,False,False,True,False
30,4787,no,False,True,True,False,False,True,False,False,False,False
36,1345,no,True,False,True,False,False,True,False,False,False,False
58,0,no,True,False,False,True,False,True,False,False,False,False
42,2273,no,True,False,False,False,False,True,False,False,False,False
41,1100,no,True,False,True,False,False,True,False,False,False,False
43,764,no,True,False,True,False,False,True,False,False,False,False
34,1494,yes,False,True,False,True,False,True,False,False,True,False
48,2877,no,True,False,True,False,False,True,False,False,False,False
30,-305,no,False,True,True,False,True,False,True,False,False,False
31,26,yes,True,False,False,True,False,False,True,False,True,False
43,685,no,False,True,True,False,True,True,False,False,False,False
34,10,no,False,True,True,False,False,False,True,False,False,False
35,1041,no,True,False,False,True,False,False,False,False,True,False
36,1927,no,False,True,True,False,False,True,False,False,True,False
44,1880,no,True,False,False,False,False,True,False,False,False,False
45,5862,no,False,False,True,False,False,True,False,False,True,False
36,0,no,True,False,False,True,False,True,False,False,False,False
33,596,no,True,False,True,False,False,True,False,False,False,False
47,829,no,True,False,True,False,False,True,True,False,False,False
47,3237,no,True,False,True,False,False,True,False,False,False,False
35,222,no,True,False,True,False,False,True,False,False,False,False
39,3732,no,True,False,True,False,False,True,False,False,False,False
39,585,no,True,False,False,True,False,True,False,False,False,False
31,2038,no,False,True,True,False,False,True,False,False,False,False
37,1316,no,False,True,False,True,False,True,False,False,False,False
50,-353,no,True,False,True,False,False,True,True,False,False,False
39,5009,no,False,False,False,True,False,True,False,False,False,False
56,0,no,False,False,True,False,False,False,False,False,False,False
30,83,no,False,False,True,False,False,True,True,False,False,False
45,147,no,True,False,False,False,False,True,False,False,False,False
33,157,no,True,False,True,False,False,True,False,False,False,False
45,3395,no,True,False,True,False,False,True,False,False,False,False
39,694,no,True,False,False,False,False,True,True,False,True,False
37,690,no,False,True,True,False,False,True,False,False,False,False
37,54,no,False,True,True,False,False,True,False,False,False,False
33,179,no,False,True,False,True,False,True,False,False,True,False
40,326,no,False,True,True,False,False,True,False,False,False,False
45,1441,no,True,False,True,False,False,True,False,False,True,False
39,484,no,True,False,True,False,False,False,True,False,True,False
38,-288,no,True,False,True,False,False,True,True,False,False,False
41,2123,no,True,False,True,False,False,False,False,False,False,False
44,1901,no,True,False,True,False,False,False,False,False,False,False
41,1954,no,True,False,True,False,False,False,False,False,False,True
45,16,no,False,True,False,True,False,False,False,False,False,False
34,5754,no,False,False,False,True,False,True,False,False,False,False
52,2717,no,False,False,True,False,False,False,False,True,False,False
43,103,no,False,True,False,False,False,True,False,False,False,False
37,5427,no,True,False,False,False,False,False,False,False,False,False
37,1743,no,False,True,False,True,False,True,False,False,False,False
48,1092,no,True,False,False,False,False,False,True,False,False,False
35,4943,no,True,False,False,True,False,True,False,False,False,False
42,2110,no,True,False,False,True,False,False,True,False,False,False
34,63,no,True,False,False,True,False,False,False,False,False,False
32,118,no,False,True,True,False,False,True,False,False,False,True
50,21,no,False,True,False,True,False,True,False,False,False,False
30,900,no,True,False,False,True,False,False,False,False,False,False
32,1785,no,True,False,True,False,False,True,False,False,True,False
55,3546,no,True,False,True,False,False,True,True,False,False,False
32,1667,no,True,False,False,True,False,True,False,False,False,False
32,2251,no,False,True,True,False,False,True,True,False,False,False
31,2076,no,False,True,True,False,False,False,True,False,True,False
46,3046,no,False,True,False,False,False,True,True,False,True,False
44,533,no,True,False,True,False,False,True,False,False,False,False
36,2894,no,True,False,True,False,False,True,False,False,False,False
34,11,no,True,False,False,True,False,True,False,False,False,False
32,3107,no,True,False,False,True,False,True,True,False,False,False
48,3008,no,True,False,True,False,False,True,True,False,False,False
48,648,no,False,True,False,True,False,True,False,False,False,False
39,173,no,True,False,True,False,False,True,False,False,False,False
47,19,no,False,True,True,False,False,True,True,False,False,False
52,297,no,True,False,False,True,False,True,False,False,False,False
59,797,no,False,False,True,False,False,True,False,False,False,False
36,1482,no,False,True,True,False,False,True,False,False,True,False
38,678,no,True,False,False,True,False,False,True,False,False,False
54,506,no,True,False,True,False,False,True,False,False,False,False
51,-516,no,True,False,False,True,False,True,False,False,False,False
44,1356,no,False,True,False,True,False,False,True,False,True,False
47,1533,no,True,False,False,False,False,False,True,False,False,False
34,500,no,True,False,False,False,False,True,False,False,False,False
54,3729,no,True,False,True,False,False,False,True,False,True,False
30,246,no,True,False,True,False,False,True,False,False,False,False
43,-56,no,False,True,False,True,False,True,False,False,False,False
52,2257,no,True,False,True,False,False,True,False,True,False,False
36,402,no,True,False,True,False,False,False,True,False,False,False
39,517,no,True,False,True,False,False,True,False,False,False,False
32,0,no,False,True,False,True,False,True,False,False,True,False
46,0,yes,True,False,False,True,False,False,False,False,True,False
45,5694,no,False,True,False,True,False,True,False,False,False,False
54,368,no,True,False,False,True,False,False,False,False,False,False
41,-1882,no,True,False,True,False,False,True,False,False,True,False
36,296,no,False,True,True,False,False,False,False,False,False,False
38,508,no,True,False,True,False,False,True,False,False,False,False
36,2169,no,False,True,False,False,False,True,False,False,True,False
44,2626,no,True,False,True,False,False,True,False,False,False,False
59,124,no,True,False,False,False,False,True,False,False,False,False
36,521,no,True,False,False,True,False,False,True,False,True,False
40,2854,no,False,True,True,False,False,True,False,False,False,False
30,0,no,False,False,True,False,False,True,True,False,False,False
34,932,no,True,False,True,False,False,False,True,False,True,False
42,1113,no,False,True,False,True,False,True,True,False,False,False
33,1522,no,True,False,False,True,False,True,False,False,False,False
44,-236,no,True,False,True,False,False,True,False,False,False,True
36,3560,no,False,True,False,True,False,False,False,False,False,False
42,898,no,False,False,True,False,False,True,False,False,False,False
36,556,no,False,False,True,False,False,True,False,False,False,False
53,1066,no,True,False,True,False,False,True,False,False,False,False
38,728,no,True,False,True,False,False,True,False,False,True,False
52,5350,no,True,False,False,True,False,True,True,False,False,True
40,7313,no,True,False,True,False,False,True,False,False,False,False
30,0,no,False,True,False,True,False,True,False,False,False,False
45,1550,no,True,False,True,False,False,True,False,False,False,False
38,4392,no,True,False,True,False,False,False,False,False,False,False
47,1095,no,False,False,False,False,False,True,False,False,True,False
33,328,no,True,False,True,False,False,True,False,False,False,False
41,22,no,False,False,False,False,False,True,False,False,True,False
51,1612,no,True,False,False,True,False,True,False,False,False,False
33,17455,no,True,False,False,True,False,True,True,False,False,False
32,491,no,True,False,True,False,False,True,False,False,False,False
47,826,no,True,False,True,False,False,True,False,True,True,False
32,3839,no,True,False,True,False,False,True,False,False,False,False
51,1937,no,False,False,False,True,False,True,False,False,True,False
40,9916,no,False,True,True,False,False,False,False,False,False,False
56,728,no,True,False,True,False,False,False,False,False,False,False
32,6217,no,True,False,True,False,False,True,True,False,False,False
41,1327,no,True,False,True,False,False,True,True,False,False,False
36,-179,no,True,False,True,False,False,True,False,False,False,False
46,942,no,True,False,True,False,False,False,False,False,False,False
34,3990,no,True,False,True,False,False,True,False,False,False,False
34,2047,no,False,True,False,True,False,True,False,False,False,False
44,-184,no,False,False,True,False,False,True,False,False,True,False
30,1185,no,True,False,False,True,False,True,False,False,False,False
30,2802,no,False,True,True,False,False,False,True,True,False,False
43,508,no,True,False,True,False,False,True,False,False,False,False
51,6030,no,False,True,False,True,False,True,False,False,False,False
45,-14,no,False,False,True,False,False,False,False,False,False,False
46,6269,no,False,False,False,True,False,True,False,True,False,False
30,1131,no,True,False,True,False,False,True,True,False,False,False
40,399,no,False,False,True,False,False,True,True,False,False,False
46,864,no,False,False,True,False,False,True,False,False,False,False
49,202,no,True,False,False,True,False,True,False,False,True,False
31,3142,no,False,True,False,True,False,True,False,False,False,False
53,1139,no,True,False,True,False,False,True,False,False,False,False
48,214,no,True,False,False,False,False,True,True,False,False,False
34,1412,no,True,False,True,False,False,True,True,False,False,False
35,2019,no,True,False,True,False,False,True,True,False,False,False
52,1295,no,True,False,False,True,False,True,False,False,True,False
31,1164,no,True,False,False,True,False,True,True,False,False,False
36,369,no,True,False,False,True,False,False,False,False,False,False
45,17,no,True,False,True,False,False,True,False,False,False,False
31,355,no,True,False,True,False,False,True,False,False,False,False
35,66,no,True,False,True,False,False,True,False,False,True,False
51,106,no,True,False,False,False,False,True,False,True,False,False
56,839,no,True,False,False,True,False,False,True,False,True,False
43,481,no,True,False,True,False,False,True,False,True,True,False
30,-306,no,True,False,True,False,False,True,True,False,False,False
44,1106,no,True,False,True,False,False,True,False,True,False,False
41,171,no,True,False,False,True,False,True,False,False,False,False
58,8014,no,True,False,False,True,False,True,False,False,False,False
55,4053,no,False,False,True,False,False,False,False,False,False,False
32,1583,no,False,True,False,True,False,True,False,False,False,False
42,412,no,True,False,False,True,False,True,False,True,False,False
30,314,no,True,False,False,True,False,False,False,False,False,True
37,7957,no,True,False,True,False,False,False,False,False,False,False
39,4278,no,False,True,True,False,False,True,False,False,True,False
32,1156,no,False,False,True,False,False,True,False,False,False,False
39,1682,no,False,True,False,True,False,True,False,False,False,False
31,3625,no,False,True,False,True,False,True,False,False,False,False
32,1721,no,False,True,True,False,False,True,False,False,False,False
45,38,no,True,False,True,False,False,True,False,False,False,False
33,541,no,False,True,False,True,False,True,True,False,False,False
30,54,no,False,True,False,True,False,True,True,False,False,False
31,4924,no,True,False,False,True,False,True,False,False,False,False
54,6525,no,True,False,False,True,False,True,False,False,False,False
33,3696,no,True,False,False,True,False,False,False,False,False,False
48,1811,no,True,False,True,False,False,True,False,True,False,False
33,0,no,True,False,False,True,False,True,False,False,False,False
31,-366,no,False,True,True,False,False,True,False,False,True,False
32,2089,no,True,False,True,False,False,True,False,False,False,True
40,12409,no,True,False,False,True,False,True,False,False,False,False
52,424,no,True,False,True,False,False,False,False,False,False,False
31,1186,no,False,True,True,False,False,True,False,False,False,False
35,2801,no,True,False,False,True,False,True,False,False,False,False
32,2667,no,False,True,False,True,False,True,False,False,False,True
30,382,no,False,True,True,False,False,True,False,False,False,False
31,4728,no,True,False,False,False,False,True,False,False,True,False
32,964,no,True,False,False,True,False,True,False,False,False,False
36,189,no,True,False,True,False,False,True,False,False,False,False
40,961,no,True,False,True,False,False,False,True,False,True,False
52,-201,no,True,False,True,False,False,False,True,False,False,False
45,644,yes,False,False,True,False,False,True,False,False,False,True
37,50,no,False,True,True,False,False,False,False,False,True,False
36,649,no,False,True,False,True,False,False,False,False,True,False
43,13044,no,True,False,False,True,False,False,False,False,False,False
35,771,no,False,False,False,True,False,True,True,False,False,False
30,86,no,True,False,False,True,False,True,True,False,True,False
39,3494,no,True,False,True,False,False,True,False,False,False,False
37,804,no,True,False,False,True,False,True,False,False,True,False
49,6613,no,True,False,False,True,False,False,False,False,False,False
30,4591,no,False,False,True,False,False,True,False,False,True,False
34,360,no,True,False,True,False,False,True,False,True,False,False
33,1234,no,True,False,True,False,False,False,False,False,False,False
45,1309,no,False,False,True,False,False,True,False,False,False,False
30,234,no,False,True,False,True,False,True,False,False,False,False
32,1611,no,False,True,False,True,False,True,False,False,False,False
31,1570,no,True,False,True,False,False,True,True,False,True,False
40,2977,no,True,False,False,True,False,True,False,False,False,False
46,15,no,True,False,True,False,False,True,True,False,False,False
30,447,no,False,True,True,False,True,False,False,False,False,False
34,2490,no,True,False,False,False,False,True,False,False,False,False
46,2421,yes,True,False,False,True,False,False,False,False,False,False
40,4608,no,True,False,False,False,False,True,False,True,False,False
53,1452,no,True,False,False,True,False,False,True,False,False,False
46,-26,no,False,False,True,False,False,True,True,False,True,False
38,4030,no,True,False,True,False,False,True,False,False,False,False
43,1429,yes,True,False,False,True,False,True,False,False,True,False
32,18,no,False,False,True,False,False,False,False,True,False,False
40,260,no,True,False,True,False,False,False,False,False,False,False
35,538,no,False,True,False,True,False,True,True,False,False,False
32,524,no,True,False,True,False,False,False,False,False,False,False
33,-103,no,True,False,False,True,False,True,False,False,False,False
33,201,no,False,True,False,True,False,True,False,False,False,False
39,1444,no,True,False,True,False,False,False,False,False,False,True
46,9347,no,True,False,True,False,False,True,False,False,True,False
44,1161,no,True,False,False,False,False,True,False,False,False,False
59,935,no,True,False,False,False,False,True,False,False,False,False
45,142,no,False,True,True,False,False,False,True,False,False,False
37,1165,no,True,False,True,False,False,True,False,False,False,True
58,8218,no,False,False,False,False,False,True,False,False,False,False
33,149,yes,False,True,False,True,False,True,False,False,True,False
42,3211,no,True,False,True,False,False,False,False,False,False,False
50,3149,no,True,False,True,False,False,True,False,False,True,False
41,2184,no,False,True,True,False,False,False,False,False,False,False
40,0,no,True,False,True,False,False,True,False,False,False,False
43,6835,no,False,False,True,False,False,False,False,False,False,False
44,1195,no,False,True,True,False,False,True,False,False,False,False
58,630,no,True,False,False,False,False,True,False,False,False,False
43,1993,no,True,False,False,True,False,False,False,False,False,False
58,590,no,True,False,True,False,False,False,True,False,False,False
39,6012,no,True,False,True,False,False,False,False,True,False,False
51,863,no,True,False,False,False,False,False,False,False,True,False
52,7225,no,True,False,True,False,False,False,False,False,False,False
54,1323,no,False,False,False,True,False,False,False,False,False,False
41,1011,no,True,False,True,False,False,True,False,False,True,False
53,2818,no,True,False,True,False,False,True,False,False,False,False
50,203,no,False,False,True,False,False,True,False,True,True,False
48,-202,no,True,False,True,False,False,True,True,False,False,False
59,32948,no,True,False,True,False,False,False,False,False,False,False
33,2,no,True,False,True,False,False,True,True,False,False,False
44,2279,no,False,False,False,True,False,False,True,False,False,False
52,3990,no,False,False,False,False,False,False,False,False,True,False
47,1939,no,False,False,True,False,False,True,False,False,False,False
39,763,no,True,False,True,False,False,False,False,False,True,False
32,432,no,True,False,False,True,False,True,False,False,True,False
45,2926,no,True,False,True,False,False,True,True,False,False,False
42,783,no,True,False,False,True,False,True,False,False,False,False
30,1101,no,True,False,False,False,False,True,True,False,False,False
59,2291,no,True,False,True,False,False,False,True,False,False,False
46,8873,no,True,False,False,False,False,True,False,False,False,False
40,657,no,True,False,True,False,False,True,False,False,False,False
37,253,no,True,False,False,False,False,True,False,False,False,False
33,6138,no,True,False,False,True,False,True,False,False,False,False
55,3948,no,True,False,True,False,False,False,False,False,False,False
46,3354,yes,False,False,True,False,False,True,False,False,False,True
45,830,no,True,False,True,False,False,False,False,False,False,False
33,4,no,False,True,True,False,False,True,False,False,False,False
47,351,no,True,False,True,False,False,True,True,False,False,False
35,86,no,True,False,True,False,False,False,False,False,False,False
40,4853,no,True,False,True,False,False,False,False,False,False,False
38,884,no,False,True,True,False,False,True,True,False,False,False
59,741,no,True,False,False,False,False,False,False,False,False,False
34,4958,no,True,False,False,True,False,True,False,False,False,False
46,1410,no,False,True,False,True,False,True,False,False,False,False
36,16430,no,True,False,False,True,False,True,False,False,False,False
38,190,yes,True,False,False,False,False,True,False,True,True,False
52,1291,no,False,False,True,False,False,True,False,False,False,False
30,946,no,True,False,True,False,False,True,False,False,True,False
57,5935,no,True,False,True,False,False,True,True,False,False,False
35,3187,no,True,False,True,False,False,True,False,False,False,False
59,2769,no,True,False,False,False,False,True,False,False,False,False
33,3512,no,True,False,False,False,False,True,False,False,False,False
56,444,no,True,False,False,False,False,True,False,False,False,False
38,5432,no,True,False,False,True,False,True,True,False,False,False
40,67,no,True,False,True,False,False,False,True,False,False,False
37,3574,no,True,False,False,False,False,True,False,False,False,False
36,2622,no,False,True,False,True,False,False,False,False,False,False
50,2910,no,True,False,True,False,False,False,False,True,False,False
38,2240,no,True,False,False,False,False,True,False,False,False,False
55,4733,no,True,False,True,False,False,True,False,False,True,False
37,5902,no,True,False,True,False,False,True,False,False,False,False
34,899,no,True,False,False,True,False,True,False,True,False,True
50,167,no,True,False,True,False,False,False,True,False,False,False
54,2272,no,False,False,False,True,False,True,False,True,False,False
56,-429,no,False,False,True,False,False,False,True,False,False,False
43,8167,no,True,False,False,False,False,True,False,True,False,False
40,1708,no,True,False,True,False,False,True,False,False,True,False
34,1006,yes,True,False,False,True,False,True,False,False,True,False
37,5340,no,False,True,False,True,False,True,False,False,False,False
53,2430,no,False,True,True,False,False,True,True,False,False,False
46,111,no,False,False,True,False,False,True,False,False,True,False
40,664,no,False,True,True,False,False,False,False,False,False,True
50,-470,no,True,False,False,True,False,True,False,False,False,False
30,2451,no,True,False,False,True,False,True,False,False,False,False
58,2538,yes,False,False,False,False,False,True,False,False,False,False
54,2626,no,True,False,True,False,False,False,False,False,False,False
47,3696,no,True,False,True,False,False,True,False,False,False,False
39,12855,no,True,False,False,True,False,True,False,False,False,False
39,-982,no,True,False,True,False,False,True,True,False,True,False
39,633,no,False,True,False,True,False,False,False,False,False,False
39,747,no,True,False,True,False,False,True,True,False,True,False
50,1784,no,True,False,False,True,False,False,False,False,False,False
39,1315,no,False,False,False,True,False,True,False,False,False,False
33,923,no,False,True,False,True,False,True,False,False,False,False
45,7154,no,True,False,False,True,False,True,False,False,False,False
59,0,no,True,False,False,False,False,False,False,True,False,False
53,2578,no,True,False,False,True,False,False,False,False,False,False
37,510,no,True,False,True,False,False,True,False,False,False,False
54,277,no,True,False,False,False,False,True,False,False,False,False
42,792,no,True,False,False,False,False,True,True,False,True,False
39,4692,no,False,False,False,True,False,True,False,True,False,True
39,4136,no,True,False,True,False,False,True,False,False,False,False
31,395,no,True,False,True,False,False,False,False,True,False,False
33,621,no,True,False,False,True,False,False,False,False,False,False
49,4259,no,True,False,True,False,False,False,False,False,False,False
40,3352,yes,True,False,False,True,False,True,False,False,False,True
37,226,no,False,False,True,False,False,False,True,False,True,False
35,552,no,True,False,False,True,False,True,True,False,False,False
35,31,no,True,False,False,False,False,False,True,False,False,False
44,6491,no,True,False,True,False,False,True,False,False,False,False
46,926,no,False,False,False,True,False,True,False,False,True,False
45,3689,no,True,False,False,True,False,True,False,False,False,False
44,1593,no,False,True,False,False,False,True,False,False,False,True
58,1507,no,True,False,True,False,False,True,True,False,True,False
37,5287,no,True,False,True,False,False,True,True,False,False,False
53,1034,no,True,False,False,False,False,True,False,False,True,False
55,625,no,True,False,False,True,False,False,False,True,False,False
38,898,no,True,False,False,True,False,True,False,False,False,False
35,867,no,True,False,False,True,False,True,False,False,False,True
31,1224,no,True,False,False,True,False,True,True,False,False,True
36,10041,no,False,True,True,False,False,True,False,False,True,False
44,0,no,True,False,False,True,False,True,True,False,False,False
